

Inorder traversal of the Parse Tree:

Node                      Token                     ID                        L-Child                   R-Child                  
644                       opt_declaration           (null)                    642                       643                      
645                       tmp                       (null)                    NULL                      644                      
646                       var_declaration           (null)                    638                       645                      
647                       statement_list            (null)                    633                       646                      
648                       DCONSTANT                 1.0d0                     NULL                      NULL                     
649                       variable                  fm                        NULL                      NULL                     
650                       variable                  fm1                       NULL                      NULL                     
651                       opt_arg_list              (null)                    649                       650                      
652                       arg_list                  (null)                    648                       651                      
653                       function_call             set_constant              652                       NULL                     
654                       statement_list            (null)                    647                       653                      
655                       ICONSTANT                 0                         NULL                      NULL                     
656                       IDENTIFIER                fm                        655                       NULL                     
657                       DCONSTANT                 0.0d0                     NULL                      NULL                     
658                       assignment_tmp            (null)                    656                       657                      
659                       assignment                (null)                    658                       NULL                     
660                       statement_list            (null)                    654                       659                      
661                       variable                  fm1                       NULL                      NULL                     
662                       IDENTIFIER                fm                        661                       NULL                     
663                       DCONSTANT                 0.                        NULL                      NULL                     
664                       assignment_tmp            (null)                    662                       663                      
665                       assignment                (null)                    664                       NULL                     
666                       statement_list            (null)                    660                       665                      
667                       SCONSTANT                 "Initial guess"           NULL                      NULL                     
668                       variable                  fm                        NULL                      NULL                     
669                       variable                  fm1                       NULL                      NULL                     
670                       opt_arg_list              (null)                    668                       669                      
671                       arg_list                  (null)                    667                       670                      
672                       function_call             print_vector              671                       NULL                     
673                       statement_list            (null)                    666                       672                      
674                       variable                  enorm                     NULL                      NULL                     
675                       variable                  fm                        NULL                      NULL                     
676                       variable                  fm1                       NULL                      NULL                     
677                       arg_list                  (null)                    675                       676                      
678                       function_call             error_norm                677                       NULL                     
679                       assignment_tmp            (null)                    674                       678                      
680                       assignment                (null)                    679                       NULL                     
681                       statement_list            (null)                    673                       680                      
682                       K_PRINT_STRING            (null)                    NULL                      NULL                     
683                       SCONSTANT                 "initial error norm := "  NULL                      NULL                     
684                       print_stmt                (null)                    682                       683                      
685                       statement_list            (null)                    681                       684                      
686                       K_PRINT_DOUBLE            (null)                    NULL                      NULL                     
687                       variable                  enorm                     NULL                      NULL                     
688                       print_stmt                (null)                    686                       687                      
689                       statement_list            (null)                    685                       688                      
690                       K_PRINT_STRING            (null)                    NULL                      NULL                     
691                       SCONSTANT                 "\n"                      NULL                      NULL                     
692                       print_stmt                (null)                    690                       691                      
693                       statement_list            (null)                    689                       692                      
694                       variable                  enorm                     NULL                      NULL                     
695                       ICONSTANT                 4                         NULL                      NULL                     
696                       variable                  fm                        NULL                      NULL                     
697                       variable                  fm1                       NULL                      NULL                     
698                       variable                  frhs                      NULL                      NULL                     
699                       variable                  fm1                       NULL                      NULL                     
700                       opt_arg_list              (null)                    698                       699                      
701                       opt_arg_list              (null)                    697                       700                      
702                       opt_arg_list              (null)                    696                       701                      
703                       arg_list                  (null)                    695                       702                      
704                       function_call             gauss_seidel              703                       NULL                     
705                       assignment_tmp            (null)                    694                       704                      
706                       assignment                (null)                    705                       NULL                     
707                       statement_list            (null)                    693                       706                      
708                       SCONSTANT                 "after first fine mesh smoothing" NULL                      NULL                     
709                       variable                  fm                        NULL                      NULL                     
710                       variable                  fm1                       NULL                      NULL                     
711                       opt_arg_list              (null)                    709                       710                      
712                       arg_list                  (null)                    708                       711                      
713                       function_call             print_vector              712                       NULL                     
714                       statement_list            (null)                    707                       713                      
715                       K_PRINT_STRING            (null)                    NULL                      NULL                     
716                       SCONSTANT                 "Fine mesh error norm := " NULL                      NULL                     
717                       print_stmt                (null)                    715                       716                      
718                       statement_list            (null)                    714                       717                      
719                       K_PRINT_DOUBLE            (null)                    NULL                      NULL                     
720                       variable                  enorm                     NULL                      NULL                     
721                       print_stmt                (null)                    719                       720                      
722                       statement_list            (null)                    718                       721                      
723                       K_PRINT_STRING            (null)                    NULL                      NULL                     
724                       SCONSTANT                 "\n"                      NULL                      NULL                     
725                       print_stmt                (null)                    723                       724                      
726                       statement_list            (null)                    722                       725                      
727                       variable                  fm                        NULL                      NULL                     
728                       variable                  fm1                       NULL                      NULL                     
729                       variable                  frhs                      NULL                      NULL                     
730                       variable                  fm1                       NULL                      NULL                     
731                       variable                  fres                      NULL                      NULL                     
732                       variable                  fm1                       NULL                      NULL                     
733                       opt_arg_list              (null)                    731                       732                      
734                       opt_arg_list              (null)                    730                       733                      
735                       opt_arg_list              (null)                    729                       734                      
736                       opt_arg_list              (null)                    728                       735                      
737                       arg_list                  (null)                    727                       736                      
738                       function_call             residuals                 737                       NULL                     
739                       statement_list            (null)                    726                       738                      
740                       SCONSTANT                 "Residuals on fine mesh"  NULL                      NULL                     
741                       variable                  fres                      NULL                      NULL                     
742                       variable                  fm1                       NULL                      NULL                     
743                       opt_arg_list              (null)                    741                       742                      
744                       arg_list                  (null)                    740                       743                      
745                       function_call             print_vector              744                       NULL                     
746                       statement_list            (null)                    739                       745                      
747                       variable                  fres                      NULL                      NULL                     
748                       variable                  fm1                       NULL                      NULL                     
749                       variable                  crhs                      NULL                      NULL                     
750                       variable                  cm1                       NULL                      NULL                     
751                       opt_arg_list              (null)                    749                       750                      
752                       opt_arg_list              (null)                    748                       751                      
753                       arg_list                  (null)                    747                       752                      
754                       function_call             interpolate               753                       NULL                     
755                       ICONSTANT                 0                         NULL                      NULL                     
756                       NE                        (null)                    754                       755                      
757                       variable                  rval                      NULL                      NULL                     
758                       ICONSTANT                 1                         NULL                      NULL                     
759                       return_stmt               (null)                    757                       758                      
760                       if_stmt                   (null)                    756                       759                      
761                       statement_list            (null)                    746                       760                      
762                       variable                  enorm                     NULL                      NULL                     
763                       ICONSTANT                 500                       NULL                      NULL                     
764                       variable                  cm                        NULL                      NULL                     
765                       variable                  cm1                       NULL                      NULL                     
766                       variable                  crhs                      NULL                      NULL                     
767                       variable                  cm1                       NULL                      NULL                     
768                       opt_arg_list              (null)                    766                       767                      
769                       opt_arg_list              (null)                    765                       768                      
770                       opt_arg_list              (null)                    764                       769                      
771                       arg_list                  (null)                    763                       770                      
772                       function_call             gauss_seidel              771                       NULL                     
773                       assignment_tmp            (null)                    762                       772                      
774                       assignment                (null)                    773                       NULL                     
775                       statement_list            (null)                    761                       774                      
776                       SCONSTANT                 "coarse mesh correction"  NULL                      NULL                     
777                       variable                  cm                        NULL                      NULL                     
778                       variable                  cm1                       NULL                      NULL                     
779                       opt_arg_list              (null)                    777                       778                      
780                       arg_list                  (null)                    776                       779                      
781                       function_call             print_vector              780                       NULL                     
782                       statement_list            (null)                    775                       781                      
783                       variable                  cm                        NULL                      NULL                     
784                       variable                  cm1                       NULL                      NULL                     
785                       variable                  fm                        NULL                      NULL                     
786                       variable                  fm1                       NULL                      NULL                     
787                       opt_arg_list              (null)                    785                       786                      
788                       opt_arg_list              (null)                    784                       787                      
789                       arg_list                  (null)                    783                       788                      
790                       function_call             interpolate               789                       NULL                     
791                       ICONSTANT                 0                         NULL                      NULL                     
792                       GT                        (null)                    790                       791                      
793                       ICONSTANT                 2                         NULL                      NULL                     
794                       return_stmt               (null)                    793                       NULL                     
795                       if_stmt                   (null)                    792                       794                      
796                       statement_list            (null)                    782                       795                      
797                       variable                  enorm                     NULL                      NULL                     
798                       variable                  fm                        NULL                      NULL                     
799                       variable                  fm1                       NULL                      NULL                     
800                       arg_list                  (null)                    798                       799                      
801                       function_call             error_norm                800                       NULL                     
802                       assignment_tmp            (null)                    797                       801                      
803                       assignment                (null)                    802                       NULL                     
804                       statement_list            (null)                    796                       803                      
805                       K_PRINT_STRING            (null)                    NULL                      NULL                     
806                       SCONSTANT                 "Fine mesh error norm := " NULL                      NULL                     
807                       print_stmt                (null)                    805                       806                      
808                       statement_list            (null)                    804                       807                      
809                       K_PRINT_DOUBLE            (null)                    NULL                      NULL                     
810                       variable                  enorm                     NULL                      NULL                     
811                       print_stmt                (null)                    809                       810                      
812                       statement_list            (null)                    808                       811                      
813                       K_PRINT_STRING            (null)                    NULL                      NULL                     
814                       SCONSTANT                 "\n"                      NULL                      NULL                     
815                       print_stmt                (null)                    813                       814                      
816                       statement_list            (null)                    812                       815                      
817                       SCONSTANT                 "after interpolation to fine mesh" NULL                      NULL                     
818                       variable                  fm                        NULL                      NULL                     
819                       variable                  fm1                       NULL                      NULL                     
820                       opt_arg_list              (null)                    818                       819                      
821                       arg_list                  (null)                    817                       820                      
822                       function_call             print_vector              821                       NULL                     
823                       statement_list            (null)                    816                       822                      
824                       variable                  enorm                     NULL                      NULL                     
825                       ICONSTANT                 4                         NULL                      NULL                     
826                       variable                  fm                        NULL                      NULL                     
827                       variable                  fm1                       NULL                      NULL                     
828                       variable                  frhs                      NULL                      NULL                     
829                       variable                  fm1                       NULL                      NULL                     
830                       opt_arg_list              (null)                    828                       829                      
831                       opt_arg_list              (null)                    827                       830                      
832                       opt_arg_list              (null)                    826                       831                      
833                       arg_list                  (null)                    825                       832                      
834                       function_call             gauss_seidel              833                       NULL                     
835                       assignment_tmp            (null)                    824                       834                      
836                       assignment                (null)                    835                       NULL                     
837                       statement_list            (null)                    823                       836                      
838                       SCONSTANT                 "after second fine mesh smoothing" NULL                      NULL                     
839                       variable                  fm                        NULL                      NULL                     
840                       variable                  fm1                       NULL                      NULL                     
841                       opt_arg_list              (null)                    839                       840                      
842                       arg_list                  (null)                    838                       841                      
843                       function_call             print_vector              842                       NULL                     
844                       statement_list            (null)                    837                       843                      
845                       K_PRINT_STRING            (null)                    NULL                      NULL                     
846                       SCONSTANT                 "Fine mesh error norm := " NULL                      NULL                     
847                       print_stmt                (null)                    845                       846                      
848                       statement_list            (null)                    844                       847                      
849                       K_PRINT_DOUBLE            (null)                    NULL                      NULL                     
850                       variable                  enorm                     NULL                      NULL                     
851                       print_stmt                (null)                    849                       850                      
852                       statement_list            (null)                    848                       851                      
853                       K_PRINT_STRING            (null)                    NULL                      NULL                     
854                       SCONSTANT                 "\n"                      NULL                      NULL                     
855                       print_stmt                (null)                    853                       854                      
856                       statement_list            (null)                    852                       855                      
857                       variable                  rval                      NULL                      NULL                     
858                       return_stmt               (null)                    857                       NULL                     
859                       statement_list            (null)                    856                       858                      
860                       tmp                       (null)                    NULL                      859                      
861                       function                  main                      547                       860                      
862                       function_list             (null)                    546                       861                      
863                       program                   $two_grid_solver          862                       NULL                     

SYMBOL				DATATYPE	TYPE		LINE NUMBER	MEMLOC 
_______________________________________________________________________________________

$two_grid_solver         	program        	IDENTIFIER     	15             	1              
set_constant             	void           	PROCEDURE      	23             	2              
dval                     	double         	IDENTIFIER     	24             	3              
dsoln                    	double         	IDENTIFIER     	25             	4              
s1                       	integer        	IDENTIFIER     	26             	5              
i                        	integer        	IDENTIFIER     	28             	6              
0                        	int            	ICONSTANT      	28             	7              
print_vector             	void           	PROCEDURE      	41             	8              
title                    	string         	IDENTIFIER     	42             	9              
"Vector: "               	string         	SCONSTANT      	48             	10             
"title"                  	string         	SCONSTANT      	49             	11             
"\ni  value\n"           	string         	SCONSTANT      	50             	12             
" "                      	string         	SCONSTANT      	54             	13             
"--- End of vector\n"    	string         	SCONSTANT      	57             	14             
error_norm               	double         	FUNCTION       	67             	15             
asoln                    	double         	IDENTIFIER     	72             	16             
l0_norm                  	double         	IDENTIFIER     	73             	17             
0.000000                 	double         	DCONSTANT      	73             	18             
residuals                	void           	PROCEDURE      	101            	19             
drhs                     	double         	IDENTIFIER     	103            	20             
rhs1                     	integer        	IDENTIFIER     	103            	21             
dres                     	double         	IDENTIFIER     	104            	22             
res1                     	integer        	IDENTIFIER     	105            	23             
1                        	int            	ICONSTANT      	111            	24             
2.000000                 	double         	DCONSTANT      	112            	25             
gauss_seidel             	double         	FUNCTION       	124            	26             
iters                    	integer        	IDENTIFIER     	125            	27             
n                        	integer        	IDENTIFIER     	130            	28             
interpolate              	integer        	FUNCTION       	152            	29             
dfrom                    	double         	IDENTIFIER     	153            	30             
f1                       	integer        	IDENTIFIER     	153            	31             
dto                      	double         	IDENTIFIER     	154            	32             
t1                       	integer        	IDENTIFIER     	155            	33             
coarsen                  	void           	PROCEDURE      	165            	34             
m                        	integer        	IDENTIFIER     	170            	35             
2                        	int            	ICONSTANT      	177            	36             
0.500000                 	double         	DCONSTANT      	179            	37             
refine_add               	void           	PROCEDURE      	191            	38             
-1                       	int            	ICONSTANT      	207            	39             
"Error in routine interp: data size mismatch.\n"	string         	SCONSTANT      	233            	40             
main                     	integer        	FUNCTION       	246            	41             
rval                     	integer        	IDENTIFIER     	249            	42             
fm1                      	integer        	IDENTIFIER     	250            	43             
cm1                      	integer        	IDENTIFIER     	250            	44             
enorm                    	double         	IDENTIFIER     	251            	45             
4                        	int            	ICONSTANT      	254            	46             
"Number of points in the fine mesh (must be even and atleast 6) "	string         	SCONSTANT      	256            	47             
"Fine   mesh points 0:"  	string         	SCONSTANT      	260            	48             
"\nCoarse mesh points 0:"	string         	SCONSTANT      	262            	49             
"\n"                     	string         	SCONSTANT      	264            	50             
fm                       	double         	IDENTIFIER     	267            	51             
frhs                     	double         	IDENTIFIER     	268            	52             
fres                     	double         	IDENTIFIER     	269            	53             
cm                       	double         	IDENTIFIER     	270            	54             
crhs                     	double         	IDENTIFIER     	270            	55             
1.000000                 	double         	DCONSTANT      	274            	56             
"Initial guess"          	string         	SCONSTANT      	277            	57             
"initial error norm := " 	string         	SCONSTANT      	281            	58             
"after first fine mesh smoothing"	string         	SCONSTANT      	287            	59             
"Fine mesh error norm := "	string         	SCONSTANT      	288            	60             
"Residuals on fine mesh" 	string         	SCONSTANT      	295            	61             
500                      	int            	ICONSTANT      	300            	62             
"coarse mesh correction" 	string         	SCONSTANT      	301            	63             
"after interpolation to fine mesh"	string         	SCONSTANT      	310            	64             
"after second fine mesh smoothing"	string         	SCONSTANT      	314            	65             

Generated Code Output:
Number of points in the fine mesh (must be even and atleast 6) Fine   mesh points 0:0
Coarse mesh points 0:0
Vector: title
i  value
0  0.000000000000000e+00--- End of vector
initial error norm :=  0.000000000000000e+00
Vector: title
i  value
0  0.000000000000000e+00--- End of vector
Fine mesh error norm :=  0.000000000000000e+00
Vector: title
i  value
0  0.000000000000000e+00--- End of vector


F23_Exit called. Statistics follow:
    Return code      = 0
    F23_Time         = 732
    Allocated Blocks = 0
    Freed Blocks     = 0
